AFP	0.000000
AHR	3.406610
AIRE	0.036149
ALX1	0.012097
ALX3	0.000000
ALX4	0.036816
AR	1.334100
ARHGEF12	10.843595
ARID3A	3.446815
ARID3B	0.627181
ARID5A	21.801300
ARID5B	2.829660
ARNT	6.542135
ARNT2	0.365353
ARNTL	7.388885
ARNTL2	0.247901
ARX	0.000000
ASCL1	0.000000
ASCL2	0.109111
ATF1	3.492455
ATF2	6.486310
ATF3	16.682930
ATF4	164.440000
ATF5	11.364700
ATF6	3.531548
ATF6B	20.707650
ATF7	7.546835
ATOH1	0.000000
BACH1	2.943065
BACH2	0.138246
BARHL1	0.013993
BARHL2	0.000000
BARX1	0.023962
BARX2	0.026044
BATF	0.881015
BATF3	1.418769
BBX	3.069670
BCL2	0.974284
BCL6	23.415600
BCL6B	4.558685
BDP1	4.337925
BHLHA15	0.027891
BHLHE22	0.057390
BHLHE23	0.013937
BHLHE40	6.926345
BHLHE41	3.805885
BPTF	8.157700
BRCA1	0.852049
BSX	0.000000
CBX5	11.261100
CCDC6	4.211530
CCNT2	5.165695
CDC5L	3.603685
CDX1	0.061198
CDX2	0.000962
CEBPA	0.906506
CEBPB	22.453465
CEBPD	22.130100
CEBPE	0.033871
CEBPG	10.167990
CENPB	38.314250
CHD2	8.447295
CLOCK	2.978970
CPEB1	0.038563
CREB1	3.269555
CREB3	16.606985
CREB3L1	11.281780
CREB3L2	3.607890
CREB3L3	0.006202
CREB3L4	3.397065
CREB5	8.174100
CREM	39.406900
CRX	0.000000
CTCF	6.153510
CTCFL	0.000000
CUX1	24.195450
CUX2	0.001162
DBP	3.510360
DBX1	0.037791
DBX2	0.016288
DDIT3	40.406100
DLX1	0.069303
DLX2	0.005004
DLX3	0.025286
DLX4	0.008918
DLX5	0.060169
DLX6	0.007279
DMBX1	0.000522
DMC1	0.047911
DMRT1	0.000057
DMRT2	0.042522
DMRT3	0.000000
DMRTA1	0.060176
DMRTA2	0.019074
DMRTC2	0.001614
DUXA	0.004970
E2F1	0.477122
E2F2	0.069220
E2F3	1.472965
E2F4	19.755595
E2F5	1.903735
E2F6	2.718790
E2F7	0.066522
E2F8	0.403319
E4F1	17.100900
EBF1	3.302625
EGR1	7.850345
EGR2	0.588521
EGR3	0.819115
EGR4	0.000000
EHF	0.133837
ELF1	5.208745
ELF2	8.115815
ELF3	1.319775
ELF4	1.721811
ELF5	0.000000
ELK1	14.262725
ELK3	6.167970
ELK4	2.504440
EMX1	0.054682
EMX2	0.099098
EN1	0.000000
EN2	0.015710
EOMES	0.018996
EP300	3.085680
EPAS1	61.185950
ERF	22.018200
ERG	5.440080
ESR1	0.086018
ESR2	0.177539
ESRRA	71.339350
ESRRB	0.791135
ESRRG	2.432375
ESX1	0.000000
ETS1	10.658895
ETS2	15.314900
ETV1	8.641025
ETV2	0.711586
ETV3	1.934545
ETV4	0.965792
ETV5	2.097049
ETV6	2.322220
EVX1	0.008638
EVX2	0.000000
EWSR1	40.386550
FEV	0.029458
FIGLA	0.184925
FLI1	10.043045
FOS	19.192750
FOSB	1.408565
FOSL1	12.059480
FOSL2	11.778135
FOXA1	0.019866
FOXA2	0.000000
FOXA3	0.033924
FOXB1	0.000063
FOXC1	1.880520
FOXC2	0.493875
FOXD1	0.035593
FOXD2	0.021637
FOXD3	0.093372
FOXF1	0.183495
FOXF2	0.088271
FOXG1	0.000000
FOXH1	0.036007
FOXI1	0.000000
FOXJ1	0.018747
FOXJ2	4.548815
FOXJ3	5.151825
FOXK1	3.004955
FOXK2	13.613200
FOXL1	0.540968
FOXL2	0.021305
FOXM1	0.078584
FOXN1	0.000000
FOXO1	3.679705
FOXO3	8.292735
FOXO4	8.359395
FOXO6	0.566258
FOXP1	5.745970
FOXP2	0.394228
FOXP3	0.038378
FOXP4	6.319545
FOXQ1	0.005454
FOXS1	3.639130
GABPA	3.031965
GATA1	0.016444
GATA2	12.964450
GATA3	0.752732
GATA4	29.934800
GATA5	0.342127
GATA6	19.769200
GBX1	0.298561
GBX2	0.106394
GCM1	0.010424
GCM2	0.000000
GFI1	0.069148
GFI1B	0.043069
GLI1	0.196128
GLI2	0.431217
GLI3	0.403624
GLIS1	0.026234
GLIS2	4.560960
GLIS3	0.829813
GMEB1	1.452206
GMEB2	3.662030
GRHL1	0.216639
GRHL2	0.057435
GSC	0.020370
GSC2	0.012957
GSX1	0.000000
GSX2	0.000702
GTF2I	13.781830
GZF1	5.898165
HAND1	9.464865
HBP1	13.284555
HDAC2	22.351660
HDX	0.144909
HERPUD1	77.041740
HES1	8.530005
HES2	0.094642
HES5	0.537790
HES7	0.543519
HESX1	0.248564
HEY1	10.539220
HEY2	10.024740
HEYL	10.757770
HIC1	6.067560
HIC2	0.633533
HIF1A	18.970065
HINFP	5.734015
HLF	2.288365
HLTF	2.544995
HLX	3.739620
HMBOX1	7.645875
HMGA1	15.713335
HMGN3	48.550050
HMX1	0.002245
HMX2	0.000000
HMX3	0.000000
HNF1A	0.167353
HNF1B	0.004057
HNF4A	0.032374
HNF4G	0.006816
HOMEZ	4.356390
HOXA1	0.036044
HOXA10	0.014590
HOXA11	0.000000
HOXA13	0.000000
HOXA2	0.081576
HOXA3	0.233027
HOXA4	0.520334
HOXA5	0.049028
HOXA6	0.016926
HOXA7	0.018947
HOXA9	0.004074
HOXB13	0.000000
HOXB2	4.098965
HOXB3	1.877675
HOXB4	0.538541
HOXB5	0.016895
HOXB6	0.455286
HOXB7	0.120874
HOXB8	0.003324
HOXB9	0.000000
HOXC10	0.005975
HOXC11	0.000000
HOXC12	0.000000
HOXC13	0.000000
HOXC4	0.017107
HOXC5	0.000000
HOXC6	0.053736
HOXC8	0.006046
HOXC9	0.008594
HOXD1	0.037531
HOXD10	0.000334
HOXD11	0.000000
HOXD12	0.000000
HOXD13	0.000000
HOXD3	0.155756
HOXD4	0.261606
HOXD8	0.207952
HOXD9	0.072734
HSF1	102.951500
HSF2	9.739805
HSF4	46.589050
HSFY1	0.000000
ID1	226.327250
ID2	47.215550
ID4	4.671270
IKZF1	0.216524
IKZF2	0.195387
IKZF3	0.054660
INSM1	0.017587
IRF1	6.026265
IRF2	6.533610
IRF3	53.282000
IRF4	0.083871
IRF5	0.938352
IRF6	2.199302
IRF7	14.664920
IRF8	0.986452
IRF9	26.178100
IRX1	0.359086
IRX2	1.822512
IRX3	23.416400
IRX4	4.825880
IRX5	8.559600
IRX6	3.414880
ISL1	0.005080
ISL2	0.000000
ISX	0.000000
ITGB2	6.881265
JDP2	17.993665
JUN	42.763550
JUNB	32.156750
JUND	139.878550
KLF1	0.013623
KLF10	6.754875
KLF11	2.696305
KLF12	1.408120
KLF13	17.507350
KLF14	0.026683
KLF16	3.647115
KLF2	37.000235
KLF3	5.442705
KLF4	12.648715
KLF5	0.668689
KLF6	15.695670
KLF7	2.853975
KLF8	1.160272
KLF9	16.128740
LBX1	0.000000
LBX2	0.184849
LEF1	0.424967
LHX1	0.000000
LHX2	0.179323
LHX3	0.005336
LHX4	0.033160
LHX5	0.000000
LHX6	4.315375
LHX8	0.000000
LHX9	0.035330
LIN54	1.078747
LMO2	6.031535
LMX1A	0.024167
LMX1B	0.164008
LYL1	6.175140
MAF	1.919550
MAFA	0.068689
MAFB	3.147935
MAFF	10.675790
MAFG	5.514675
MAFK	46.288800
MAX	24.659100
MAZ	55.514950
MECOM	4.473015
MEF2A	20.178700
MEF2B	0.756320
MEF2C	12.042100
MEF2D	20.008600
MEIS1	21.864135
MEIS2	37.393600
MEIS3	1.642480
MEOX1	8.569035
MEOX2	4.472480
MESP1	2.405976
MGA	1.336235
MITF	10.637395
MIXL1	0.029120
MLX	27.131100
MLXIP	10.085020
MLXIPL	4.178810
MNT	3.755400
MNX1	0.006061
MSC	5.601165
MSX1	2.816475
MSX2	0.188448
MTF1	1.092400
MXD1	2.117605
MXD4	25.730650
MXI1	18.150500
MYB	0.017988
MYBL1	0.860340
MYBL2	0.117140
MYC	8.576605
MYCN	0.151741
MYF5	0.000000
MYF6	0.027476
MYOD1	0.007111
MYOG	0.021628
MZF1	6.458740
NANOG	0.000000
NEUROD1	0.002002
NEUROD2	0.002082
NEUROG1	0.000000
NEUROG2	0.000000
NFAT5	1.495345
NFATC1	3.938115
NFATC2	0.783334
NFATC3	2.311725
NFATC4	25.373150
NFE2	0.111245
NFE2L1	95.832300
NFE2L2	14.493085
NFE2L3	1.545240
NFIA	11.204905
NFIB	13.317550
NFIC	40.225400
NFIL3	10.041035
NFIX	12.139400
NFKB1	3.408650
NFKB2	10.880615
NFYA	2.482480
NFYB	8.250400
NHLH1	0.033645
NKX1-1	0.000000
NKX1-2	0.000000
